ourgaiaids_oid,pop_id,TIC,gaiadr3_source_id,epic_id,per,group,age_Myr,disco_paper,author,year,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
51,50,328906141,6089133916200093696,,0.463,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6089133916200093696,6089133916200093696,1226108449,2016.0,211.4774638644519,0.023190415,-52.43343221709856,0.022760523,6.844980107906206,0.031895734,214.60487,30.67745,-25.556782274849937,0.03228932,-16.96929139461903,0.030654928,0.055908002,-0.23026714,-0.1492122,0.11385036,-0.14338008,0.12379252,-0.3619796,-0.18632728,0.01774729,0.17563586,363,0,361,2,8.630194,671.3436,0.1578451,6.363941,31,false,1.2431841,,,,,,,,42,17,0.047515865,47,23,0,0.0072180904,10.726721,0,0,1.3392518,0.19074261,0.12695527,0.26151836,0.66691124,168.37608,-31.791018,36.90112,-26.504755,false,379,18682.51643034694,15.852773,1178.5015,15.008779,41,2844.6644688248743,19.486588,145.98064,16.703465,41,25001.48920268624,61.45167,406.848,13.752981,1.4904927,0,1,0,1,0,2.9504833,1.6946859,1.2557974,0.13920127,5.4732575,2,14,0,7,5.8433843,,,606.08636,,3500.0,4.5,0.25,111,,,,13.247422,0.054885685,15,,VARIABLE,314.29102533506295,8.78813211108838,229.4338795751455,-36.9131832928659,false,false,0,true,false,false,true,false,true,true,false,1.7308995E-13,9.28101E-13,0.99296397,3331.5435,3307.5793,3333.545,4.1342,3.9968,4.145,-0.4132,-0.612,-0.3995,144.4356,143.5685,146.0999,1.1634,1.1564,1.1717,0.732,0.7275,0.7374,0.4928,0.4901,0.4958,MARCS
52,51,329694185,6089460471148907008,,0.2726,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6089460471148907008,6089460471148907008,627068486,2016.0,212.47220185554346,0.040218636,-52.288215850608985,0.052460175,8.199609736126469,0.066446796,123.40113,36.371983,-27.72292972118388,0.05771167,-23.54485589729891,0.058914453,-0.034997873,-0.074242435,-0.29132554,0.20789328,-0.45140037,0.36174202,-0.7239562,-0.37380198,0.32312238,-0.084378995,364,0,362,2,-0.6728807,460.336,0.164229,2.2639616,31,false,1.1987158,,,,,,,,42,16,0.09823266,49,31,0,0.0033860328,95.585236,0,0,0.97399837,0.41134232,0.3425848,0.41159606,0.7314274,159.47798,-32.18083,34.19287,-26.016745,false,410,6393.123326563991,11.621251,550.1235,16.173084,46,600.3662078272188,7.8519983,76.460304,18.392502,47,9502.070771554858,55.026608,172.68138,14.8033495,1.5802037,0,2,0,0,0,3.5891523,2.2194176,1.3697348,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,314.92167202243115,8.747750228886769,230.04504895938788,-36.5257440538562,false,false,0,true,false,false,false,false,false,true,false,1.0205149E-13,5.104698E-13,0.99999714,,,,,,,,,,,,,,,,,,,,,,
53,52,330560000,6089681782226103680,,1.3899,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6089681782226103680,6089681782226103680,1339733180,2016.0,213.60214003676018,0.039205927,-51.055370636156105,0.042939622,7.90003335434201,0.055964436,141.16168,35.091587,-28.022289927427483,0.055839404,-21.122756625977175,0.06680288,-0.095994614,-0.22497444,-0.03399751,0.0018309534,-0.23220871,0.060370214,0.15033759,-0.27031606,0.05559363,-0.2178367,223,0,222,1,0.9583912,270.36096,0.10486151,0.7216231,31,false,1.2229569,,,,,,,,26,15,0.09650884,34,10,0,0.031306986,32.108295,0,0,1.0447961,0.1436023,0.18711959,0.111614846,0.6434412,-61.62663,56.863853,56.960545,-29.850912,false,271,6460.515976563713,8.488075,761.1285,16.1617,31,818.3771890589337,10.53815,77.65852,18.056158,30,9037.939345629818,34.617332,261.08133,14.857722,1.5256237,0,0,0,0,0,3.1984358,1.8944588,1.303977,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,315.9848418150361,9.701469901181762,230.20741003443246,-35.11382835786063,false,false,0,true,false,false,false,false,true,true,false,1.02786527E-13,6.3010735E-13,0.9999243,3319.7056,3316.4524,3323.2576,4.7885,4.7862,4.7912,0.3625,0.3574,0.3672,127.6242,127.009,128.3187,1.151,1.1369,1.1651,0.7059,0.6971,0.7146,0.5057,0.4996,0.5113,MARCS
54,53,211513644,6091694403899673728,,0.6336,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6091694403899673728,6091694403899673728,910077366,2016.0,217.0397788188554,0.018048152,-49.26271183288056,0.020875152,8.008638238785657,0.026686966,300.0955,35.22201,-25.981979505310477,0.02766764,-23.780806607971826,0.033504907,-0.25481594,-0.14367561,0.033910394,-0.1566555,-0.07088156,-0.07096461,0.25949833,-0.2938699,0.17594813,-0.19427824,234,0,233,1,9.96836,490.10458,0.12752385,8.00203,31,false,1.2654437,,,,,,,,27,16,0.048533846,30,7,0,0.017638227,45.10366,1,0,1.4997633,0.14149512,0.25087458,0.1623837,0.6650744,-10.503553,57.567787,-53.59224,-30.505016,false,251,52910.23732311741,60.457684,875.1615,13.878517,29,9662.04311099547,51.895775,186.18169,15.37587,28,67143.6721206708,159.43446,421.1365,12.680383,1.451623,0,1,0,1,0,2.695487,1.4973526,1.1981344,16.30941,6.816794,2,11,4,9,13.249723,,,751.9046,,3400.0,4.5,0.0,101,,,,12.186174,0.029006725,7,,VARIABLE,318.71334844930027,10.622465072605884,231.80439472683003,-32.60324658017286,false,false,0,true,true,false,true,false,true,true,false,1.7308995E-13,8.6457566E-13,0.99296397,3536.8987,3534.4412,3540.0027,4.2992,4.2943,4.3115,0.0806,0.0762,0.0863,123.2112,121.9006,123.7694,0.9482,0.9435,0.9547,0.6137,0.6105,0.6179,0.3992,0.3972,0.4017,MARCS
55,54,242407571,6095898695842130048,,0.4722,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6095898695842130048,6095898695842130048,1024828357,2016.0,213.60354377420435,0.028737942,-45.94539254701264,0.02659045,8.918736495515118,0.032760244,272.24268,38.26488,-28.69165993195889,0.036904126,-25.317777732779987,0.035775628,-0.14754118,-0.3731642,-0.17237735,-0.056140225,-0.013113849,0.022544432,-0.066019684,-0.07334878,0.19813949,-0.15579708,164,0,161,3,17.306519,762.00635,0.1896492,21.260586,31,false,1.2627573,,,,,,,,19,14,0.054332238,25,8,0,0.0062474557,178.81206,0,0,2.1228707,0.31606263,0.220297,0.09673664,0.68957806,-128.70294,48.218815,9.9339075,-26.85107,false,190,112242.75955541509,177.19334,633.44794,13.061971,22,19942.643545840143,114.03514,174.88156,14.589086,21,143563.622924036,500.08154,287.0804,11.855285,1.45672,0,0,0,0,0,2.733801,1.5271149,1.206686,14.218045,5.1164126,1,13,3,10,28.477516,12.07031,0.0,904.68695,47.978214,3500.0,4.5,0.25,101,,,,11.308589,0.06404664,10,,VARIABLE,317.67193178091287,14.53809277076694,227.81096575943806,-30.41741234140434,false,false,0,false,false,false,true,false,true,true,false,1.3750302E-13,6.868207E-13,0.99648726,3573.3147,3566.9,3577.14,4.0212,4.0126,4.0798,0.11,0.1025,0.119,110.3729,104.805,111.1398,0.9878,0.979,0.9943,0.6378,0.632,0.6421,0.419,0.4154,0.4217,MARCS
56,55,127866051,6097896886430083712,,0.7988,UCL/LCC,16.0,Rebull_2022,Rebull,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,56,127246012,6099073363870236800,,0.4274,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6099073363870236800,6099073363870236800,39925905,2016.0,217.1240196057819,0.02808817,-45.95422679657735,0.03824465,5.8097835512462055,0.048716284,119.25753,25.724598,-19.128384373534292,0.049446717,-17.20057839226672,0.057418782,-0.39350188,-0.08175236,0.18969463,-0.010226046,-0.035587892,0.009877516,0.1909801,-0.024265395,0.00560652,-0.13841139,330,0,330,0,4.075467,508.60303,0.2030381,5.739841,31,false,1.2251074,,,,,,,,38,14,0.081550874,43,9,0,0.03044507,19.878408,1,0,1.1629603,0.3476761,0.49695873,0.42136207,0.87531936,57.408016,63.472404,-56.191,-26.952429,false,356,10362.137372182753,15.438243,671.1993,15.648744,42,1319.9386671391724,12.432459,106.168755,17.537157,40,14408.532697486153,45.32004,317.9285,14.351346,1.517879,0,5,0,0,0,3.185811,1.8884134,1.2973976,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,320.03163010468916,13.670221059456782,230.43455035820008,-29.50923206160171,false,false,0,true,false,false,false,false,false,true,false,1.0297042E-13,6.1389603E-13,0.9999062,3328.7517,3326.229,3331.2637,4.4056,4.4025,4.4104,0.1645,0.1607,0.1686,165.2834,164.4258,166.0773,1.2752,1.2679,1.2838,0.7846,0.78,0.7901,0.5549,0.5518,0.5585,MARCS
58,57,129309458,6100482559819865856,,0.5533,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6100482559819865856,6100482559819865856,528852025,2016.0,220.92934017198283,0.027730051,-43.632180598602545,0.023820998,8.584979989459423,0.03185067,269.53845,38.15651,-28.096550118590187,0.037414074,-25.816720212018957,0.035147432,0.035067447,-0.322305,-0.13994195,-0.0025607413,-0.15412627,-0.0077413516,0.10056233,-0.07826836,0.13296351,-0.23738106,171,0,171,0,1.3436027,197.446,0.079882324,1.366416,31,false,1.2451861,,,,,,,,20,14,0.056155555,25,10,0,0.021071695,10.0845785,0,0,1.0725826,0.22466512,0.11000873,0.09802278,0.73020273,-111.53936,23.232107,-4.7944117,-30.309319,false,204,23046.469981045488,23.841585,966.6501,14.780856,23,3518.939104510675,16.755335,210.01903,16.472513,24,30529.040753678815,98.11017,311.17102,13.536113,1.477362,0,0,0,0,0,2.9364004,1.6916571,1.2447433,-48.712708,8.326978,2,7,1,6,5.919898,,,775.96136,,3400.0,3.5,-0.75,111,,,,13.05309,0.047148887,8,,NOT_AVAILABLE,323.5476944575784,14.699481728248475,232.37831768021795,-26.389575142806812,false,false,0,true,true,false,false,false,true,true,false,1.7308995E-13,8.695343E-13,0.99296397,3335.6445,3332.081,3341.0051,4.2462,4.2234,4.261,-0.3931,-0.4155,-0.3681,116.9904,116.1087,120.9803,1.1105,1.0949,1.1254,0.7009,0.6909,0.7104,0.4687,0.4625,0.4752,MARCS
59,58,127309526,6102553352528751104,,0.217,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6102553352528751104,6102553352528751104,1791529650,2016.0,216.99835511783616,0.029735679,-43.44139700382107,0.026504505,6.166357020452624,0.034981437,176.27512,25.7206,-18.08862746950543,0.03570554,-18.285262920812585,0.032080986,0.044073105,-0.25154132,-0.24272537,-0.11533849,-0.15748034,-0.061690174,0.07959691,-0.0013023058,0.35327527,-0.069000304,200,0,200,0,12.672482,588.57166,0.18852444,10.37932,31,false,1.2416408,,,,,,,,23,14,0.050431944,27,11,0,0.0150033105,95.59613,0,0,1.7040397,0.2761095,0.06437481,0.17798813,0.7547428,-88.7972,20.145761,-5.1887493,-24.475872,false,216,31933.712106003415,50.539204,631.8602,14.4267435,27,4775.468519374762,38.398685,124.36542,16.141003,27,42793.81877283967,169.92809,251.83488,13.169443,1.4896259,0,1,0,0,0,2.9715595,1.7142591,1.2573004,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,320.92747781033125,16.030854895494606,229.30970332926043,-27.197818134304523,false,false,0,true,true,false,true,false,true,true,false,1.1961469E-13,5.974694E-13,0.9982583,3475.914,3472.0044,3478.8271,4.1129,4.1061,4.1189,0.1236,0.1174,0.1286,157.0049,156.012,157.8859,1.2481,1.2413,1.2546,0.7857,0.7814,0.7899,0.5364,0.5336,0.539,MARCS
60,59,241884143,6103443682068685696,,0.2695,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6103443682068685696,6103443682068685696,628065204,2016.0,217.80335386244496,0.02912503,-41.0662586756567,0.026888698,6.930197475606088,0.03462478,200.15137,31.109392,-22.71545636836049,0.034627464,-21.25564115203118,0.03520319,0.022810698,-0.37921166,-0.10546609,-0.16594023,-0.2092162,-0.14562763,0.22836222,-0.07876084,0.18108544,-0.22634533,230,0,229,1,16.726612,768.10156,0.21887462,19.975105,31,false,1.2543516,,,,,,,,27,15,0.054155745,32,11,0,0.0023020518,141.1999,0,0,1.8848047,0.3108634,0.10596817,0.2638446,0.78386635,-96.49327,32.642048,-5.53551,-27.203669,false,270,47855.58056205072,48.37316,989.30023,13.987535,30,7957.458052305715,30.938116,257.20566,15.586606,29,62569.327607256906,158.13472,395.67102,12.756991,1.4737421,0,0,0,0,0,2.8296146,1.5990705,1.2305441,1.3107094,3.903992,2,9,1,8,14.675358,,,926.6044,,3400.0,4.5,0.25,101,,,,12.1361885,0.03761196,9,,VARIABLE,322.4624798525569,17.990915869942526,229.0011449345864,-24.764875582493204,false,false,0,true,true,false,true,false,true,true,false,1.7308995E-13,8.6457566E-13,0.99296397,3523.3774,3521.3142,3525.6238,4.1363,4.13,4.1419,0.1183,0.114,0.1221,140.5105,139.9153,141.1949,1.0781,1.0736,1.0827,0.6887,0.6858,0.6918,0.4598,0.458,0.4617,MARCS
61,60,243499565,6106993554140699520,,1.1947,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6106993554140699520,6106993554140699520,887904484,2016.0,206.14923821032684,0.023004975,-47.10380147281296,0.017724797,7.5728625461753385,0.025199452,300.51694,32.740566,-26.405567118950568,0.026833372,-19.35692921245014,0.020545911,0.13017501,-0.30604514,-0.2380228,-0.031865496,-0.18515001,0.041732516,-0.27916953,0.008668361,0.22327207,0.02724582,242,0,242,0,3.833741,319.96536,0.07937633,2.02274,31,false,1.2660586,,,,,,,,28,17,0.037741814,34,21,0,0.015925728,121.256645,0,0,1.1796741,0.27274162,0.2109878,0.09686602,0.67654705,-153.03334,-10.248873,40.93918,-21.174927,false,267,29930.248818597334,49.27361,607.4296,14.497091,31,5422.455738775736,50.11165,108.20749,16.003052,32,37886.35617701989,169.11012,224.03365,13.301688,1.4469913,0,13,0,0,0,2.7013636,1.5059605,1.1954031,-2.3547955,6.859002,2,13,1,10,9.543402,,,803.56213,,3700.0,4.5,0.5,101,,,,12.721547,0.02768709,14,,NOT_AVAILABLE,312.2457823056418,14.804332319169884,222.84217895918954,-33.560102579885296,false,false,0,true,true,false,false,false,true,true,false,1.0202512E-11,5.0961034E-11,1.0000273E-6,3462.5862,3459.077,3465.026,4.3257,4.3061,4.3334,-0.2178,-0.2647,-0.1939,133.8294,133.397,134.4507,0.9585,0.95,0.9648,0.6196,0.614,0.6238,0.4,0.3967,0.4025,MARCS
62,61,243449997,6107289533226214400,,0.3827,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6107289533226214400,6107289533226214400,1630093765,2016.0,205.6408303888171,0.031328697,-46.140630033851984,0.031303246,7.698970576919238,0.04082309,188.59352,33.971943,-27.042665921018347,0.035061732,-20.561785826842854,0.035351697,0.0120845055,-0.3327282,-0.3062828,-6.114753E-4,-0.21321218,0.11059984,-0.49401137,-0.07617429,0.25844854,-0.07324558,275,0,271,4,2.0146651,362.72238,0.13233301,2.359057,31,false,1.2267215,,,,,,,,32,16,0.054009866,36,23,0,0.009766371,141.95236,0,0,1.0873175,0.31584698,0.026861442,0.23598284,0.6857389,-141.67235,36.432938,31.671589,-17.835434,false,305,12142.878435213475,22.8958,530.354,15.4765625,34,1568.720397391218,15.516059,101.10302,17.349678,33,16823.09209099366,79.54137,211.50117,14.183131,1.5146172,0,1,0,0,0,3.1665468,1.8731155,1.2934313,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,312.09951994297774,15.81907902544786,221.97272265392192,-32.83876810801337,false,false,0,true,false,false,false,false,true,true,false,1.03226245E-13,5.2711026E-13,0.9998808,3316.314,3312.9438,3319.7366,4.5359,4.5312,4.541,0.153,0.1465,0.1594,128.1293,127.4681,128.7591,1.244,1.2337,1.2537,0.7672,0.7608,0.7733,0.5373,0.5331,0.5414,MARCS
63,62,243611773,6108669214161311616,,0.349,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6108669214161311616,6108669214161311616,1315129588,2016.0,207.0678553122777,0.028255632,-44.044077273238194,0.023490906,6.810406171571845,0.03263726,208.66965,29.199215,-22.84990899659894,0.03473489,-18.178994557994905,0.028831812,0.14506313,-0.30195868,-0.2081238,0.047197297,-0.060692843,0.07932092,-0.49946514,0.012649334,0.09090703,0.16418503,303,0,303,0,2.3181462,440.8038,0.13181813,4.0223265,31,false,1.2225335,,,,,,,,36,15,0.049658105,47,29,0,0.03045701,25.819332,0,0,1.095289,0.39170805,0.33694962,0.4035255,0.8495191,-174.5304,-21.16023,36.848167,-20.754751,false,373,18428.331115733774,18.06948,1019.85944,15.023652,43,2315.3822199544843,13.7069435,168.9204,16.926985,46,25821.6209242987,56.113964,460.1639,13.7179365,1.526834,0,1,0,1,0,3.2090483,1.9033327,1.3057156,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,313.60136379732506,17.64709389136369,222.01548007642046,-30.513118541666756,false,false,0,true,false,false,true,false,false,true,false,1.0258483E-13,5.201533E-13,0.9999443,3335.271,3333.435,3337.0696,4.2766,4.2731,4.2801,0.1593,0.1561,0.1621,141.7306,141.1544,142.2542,1.3294,1.3232,1.3353,0.8154,0.8115,0.819,0.5814,0.5788,0.5838,MARCS
64,63,243381460,6111548074901230080,,0.3684,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6111548074901230080,6111548074901230080,499527345,2016.0,205.00686398858346,0.037587315,-43.81586888822286,0.030033026,7.599692610683359,0.044459317,170.93588,33.623558,-27.129377583742883,0.040048905,-19.863045597331094,0.034409255,0.032360684,-0.34013736,-0.3428409,0.043029163,-0.24225737,0.14587079,-0.37461117,-0.053938076,0.25252298,-0.12656009,273,0,273,0,38.443687,2409.526,0.31748864,78.92315,31,false,1.2656393,,,,,,,,31,17,0.059035636,36,20,0,0.008945714,128.04698,0,0,3.0566335,0.3568593,0.17774607,0.23795442,0.7104525,-143.96025,-5.5356116,26.362335,-17.747227,false,297,87914.23265606121,103.92671,845.9253,13.327219,33,16280.593366000001,82.46348,197.42792,14.809366,34,112010.88130539992,426.7106,262.49847,12.124745,1.4592799,0,1,0,0,0,2.6846209,1.4821472,1.2024736,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,312.1284483356314,18.186513761100283,220.3348674829558,-30.92261108846545,false,false,0,true,true,false,true,false,false,true,false,1.2558453E-13,6.272884E-13,0.9976672,,,,,,,,,,,,,,,,,,,,,,
65,64,179367270,6117102949382766976,,2.6435,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6117102949382766976,6117102949382766976,292499489,2016.0,211.88017744685004,0.023603946,-39.53797899493527,0.021706114,6.9227935516993515,0.027151324,254.97075,29.779251,-22.156047724222717,0.026897099,-19.897571605891713,0.027223254,-0.14646338,-0.40610352,-0.13084683,0.033197775,0.15308629,0.06432968,-0.072075695,0.12079554,0.027551552,-0.18143651,176,0,176,0,4.1811543,249.22835,0.10196299,3.3625805,31,false,1.2748213,,,,,,,,20,13,0.04088289,30,11,0,0.043762658,105.45403,0,0,1.2323172,0.40122396,0.09275773,0.19236729,0.8118251,-138.25351,45.25678,14.440327,-25.040615,false,236,33344.86426464508,45.88306,726.73584,14.379794,28,6482.00054694688,43.883656,147.70877,15.80927,28,41592.719676682085,166.0264,250.5187,13.200353,1.4417429,0,0,0,0,0,2.6089172,1.4294758,1.1794415,4.7940764,6.7037067,2,9,4,8,7.610619,,,801.6366,,3700.0,3.5,0.0,111,,,,12.442386,0.099518105,5,,NOT_AVAILABLE,318.55163711124464,21.014983275312186,223.75070926118806,-24.963593242709983,false,false,0,false,false,false,false,false,true,true,false,1.7308995E-13,8.6457566E-13,0.99296397,3476.0955,3474.9639,3477.6528,4.2068,4.2024,4.22,-0.4085,-0.4187,-0.3938,143.2574,142.4065,143.6998,0.8208,0.8133,0.8265,0.5362,0.5312,0.54,0.3412,0.3383,0.3436,MARCS
66,65,248145126,6135268015342940928,,0.3504,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6135268015342940928,6135268015342940928,1382093523,2016.0,193.9388568234224,0.031571563,-44.86432171829587,0.023094583,8.131301493698544,0.041146524,197.6182,36.078884,-31.36687087049652,0.033185843,-17.827097469739428,0.024496192,0.1441795,-0.5105239,-0.46928254,0.02260759,-0.24158671,0.023559399,-0.4376014,0.29563677,0.10836171,0.05586478,303,0,295,8,2.4392996,384.46912,0.09726726,1.9081686,31,false,1.2363423,,,,,,,,35,17,0.051158845,41,24,0,0.042344708,40.687286,0,0,1.1017901,0.36467764,0.23139927,0.06852779,0.5317449,-118.30023,-17.978857,32.662453,-14.050799,false,314,16031.096575768988,53.668095,298.70813,15.174959,39,2300.652908764132,37.24983,61.76278,16.933914,38,21743.11446027118,182.209,119.33063,13.904592,1.4998205,0,2,0,1,0,3.0293226,1.758955,1.2703676,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,303.7363125178443,18.00068487180029,212.44100668875126,-35.401683788483,false,false,0,true,false,false,false,false,true,true,false,1.2558453E-13,6.2860345E-13,0.9976672,3370.1921,3362.995,3375.6785,4.5361,4.5281,4.543,0.104,0.0917,0.1134,122.1972,121.5,122.8641,1.2036,1.1863,1.2178,0.7528,0.7418,0.7618,0.5136,0.5063,0.5194,MARCS
67,66,135162879,6148164290302297600,,0.3775,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6148164290302297600,6148164290302297600,164061983,2016.0,185.5548662975253,0.021660626,-41.800719737945315,0.01123317,7.645870209129524,0.028358819,269.61172,31.043356,-28.905426958175,0.023006883,-11.3210527584571,0.01483872,0.2702118,-0.30874792,-0.41465998,-0.41156334,-0.050498825,-0.31285742,-0.08891772,0.24143995,0.18678822,0.4021835,774,0,767,7,4.692452,1023.3743,0.101096705,3.8745494,31,false,1.239507,,,,,,,,88,20,0.036265295,94,21,0,0.014474571,109.68757,0,0,1.122123,0.099047855,0.5330092,0.26359075,0.50949997,-66.58483,-8.996186,11.603807,-11.953292,false,796,19583.276143152114,18.296494,1070.3295,14.957653,89,2863.416909302405,13.900459,205.99442,16.696331,87,26253.705637668107,68.979965,380.599,13.699919,1.4868361,0,3,0,1,0,2.9964123,1.738678,1.2577343,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,297.1149828349181,20.740780663463962,204.06416791703526,-35.65028684294805,false,false,0,true,true,false,false,false,false,true,false,1.160294E-13,5.994826E-13,0.99861324,,,,,,,,,,,,,,,,,,,,,,
68,67,121840452,6197960106773771776,,0.3785,UCL/LCC,16.0,Stauffer_2021,Stauffer,2021,1636148068921376768,Gaia DR3 6197960106773771776,6197960106773771776,1217003083,2016.0,226.32031118553945,0.14084718,-38.23679932311318,0.12112206,8.45506633031325,0.1542953,54.797955,38.3607,-26.857536307592657,0.17968038,-27.390068208904587,0.1479652,-0.062101636,-0.05453476,-0.1760209,-0.22350511,-0.008714276,-0.21553247,0.33419713,-0.16549094,0.31602073,-0.0885893,162,0,162,0,70.16109,7853.2812,1.0426689,306.38895,31,false,1.2411714,,,,,,,,19,14,0.25503013,23,9,0,0.037098054,102.721115,0,0,6.9395194,0.12585029,0.21431519,0.17473467,0.72454834,-53.730568,10.566136,-21.48769,-30.688965,false,194,46623.6854231555,198.58264,234.78229,14.01585,22,7034.155829845319,118.473145,59.37342,15.720512,23,63430.38661099194,632.57324,100.27358,12.742152,1.5113465,0,13,0,1,0,2.9783602,1.7046623,1.2736979,-33.576996,7.2335134,2,5,3,5,8.97671,,,748.8398,,3400.0,4.5,0.25,101,,,,12.119021,0.04392583,3,,NOT_AVAILABLE,329.9411384655258,17.516288899207225,234.74322213322074,-19.99162824966163,false,false,0,false,false,false,false,false,true,true,false,1.3750302E-13,6.868207E-13,0.99648726,3467.844,3464.2097,3471.6348,4.1905,4.1764,4.2045,0.1282,0.1204,0.1354,119.9331,118.3824,121.3702,1.2398,1.2316,1.2479,0.7807,0.7754,0.786,0.5322,0.5288,0.5354,MARCS
